category,question_id,question,answer,score
AI/ML,q70,What is cross-validation?,It means a technique to test an AI by splitting the data into different training and testing groups.,1
AI/ML,q70,What is cross-validation?,I would say that it is a technique to test an ai by splitting the data into different training and testing groups.,1
AI/ML,q70,What is cross-validation?,is a technique to test an AI by splitting the data into different training and groups.,1
AI/ML,q70,What is cross-validation?,it is a technique to test an ai by splitting the data into different training and testing groups,1
AI/ML,q70,What is cross-validation?,It is a technique to test an AI by splitting the data into different training and testing groups.,1
AI/ML,q70,What is cross-validation?,cross-validation is a cross-shaped validation stamp,0
AI/ML,q70,What is cross-validation?,Cross-validation is a cross-shaped validation,0
AI/ML,q70,What is cross-validation?,I would say that cross-validation is a cross-shaped validation stamp.,0
AI/ML,q70,What is cross-validation?,Cross-validation means a cross-shaped validation stamp.,0
AI/ML,q70,What is cross-validation?,Cross-validation is a cross-shaped validation stamp.,0
